DATE,GDPC1,GDPDEF_PC1,GDPPOT,CPILFESL_PC1,FEDFUNDS,WEEKS_SINCE_REC,ERA,PRE_GR,TAYLORRATE,DIFF,PERCENT_DIFF,TAYLORRATE_MOD,DIFF_MOD,PERCENT_DIFF_MOD
7/1/2009,14402.5,0.20066,15333.2,1.48042,0.16,82,12/1/07,0,1.270640823,1.110640823,6.941505144,1.010850823,0.850850823,5.317817644
10/1/2009,14541.9,0.35466,15372,1.75022,0.12,95,12/1/07,0,1.50498961,1.38498961,11.54158008,1.38009961,1.26009961,10.50083008
1/1/2010,14604.8,0.45971,15406.4,1.34024,0.13,108,12/1/07,0,1.663549837,1.533549837,11.79653721,1.333669837,1.203669837,9.25899875
4/1/2010,14745.9,1.07413,15439.9,0.95292,0.19,121,12/1/07,0,2.588720761,2.398720761,12.62484611,2.065180761,1.875180761,9.869372427
7/1/2010,14845.5,1.55798,15473.4,0.89634,0.19,134,12/1/07,0,3.316680342,3.126680342,16.45621232,2.764850342,2.574850342,13.5518439
10/1/2010,14939,1.777,15508.2,0.64527,0.19,147,12/1/07,0,3.647148418,3.457148418,18.19551799,2.969783418,2.779783418,14.63043904
1/1/2011,14881.3,1.86725,15549,1.10595,0.16,161,12/1/07,0,3.779404166,3.619404166,22.62127604,3.332379166,3.172379166,19.82736979
4/1/2011,14989.6,2.15613,15591.9,1.45118,0.09,173,12/1/07,0,4.214880484,4.124880484,45.83200538,3.940470484,3.850470484,42.78300538
7/1/2011,15021.1,2.30605,15637.2,1.89818,0.08,186,12/1/07,0,4.439375182,4.359375182,54.49218977,4.388465182,4.308465182,53.85581477
10/1/2011,15190.3,1.93038,15684.9,2.17463,0.07,200,12/1/07,0,3.879803243,3.809803243,54.42576062,3.967118243,3.897118243,55.67311776
1/1/2012,15291,2.01857,15734.5,2.22848,0.1,213,12/1/07,0,4.013761765,3.913761765,39.13761765,4.128001765,4.028001765,40.28001765
4/1/2012,15362.4,1.74318,15787,2.2529,0.15,226,12/1/07,0,3.601322227,3.451322227,23.00881484,3.727772227,3.577772227,23.85181484
7/1/2012,15380.8,1.67682,15841.8,2.01743,0.14,239,12/1/07,0,3.500679886,3.360679886,24.00485633,3.509394886,3.369394886,24.06710633
10/1/2012,15384.3,1.94193,15898.6,1.949,0.16,252,12/1/07,0,3.89672062,3.73672062,23.35450387,3.87122062,3.71122062,23.19512887
1/1/2013,15491.9,1.8025,15957.4,1.93705,0.14,265,12/1/07,0,3.689164291,3.549164291,25.3511735,3.657689291,3.517689291,25.12635208
4/1/2013,15521.6,1.55037,16017.8,1.67415,0.12,278,12/1/07,0,3.310065982,3.190065982,26.58388318,3.147140982,3.027140982,25.22617485
7/1/2013,15641.3,1.49373,16079.7,1.73305,0.08,291,12/1/07,0,3.226962905,3.146962905,39.33703631,3.093487905,3.013487905,37.66859881
10/1/2013,15793.9,1.6057,16142.8,1.71075,0.09,304,12/1/07,0,3.397743325,3.307743325,36.75270361,3.253118325,3.163118325,35.14575916
1/1/2014,15757.6,1.63048,16206.5,1.61084,0.07,317,12/1/07,0,3.431870619,3.361870619,48.02672312,3.237290619,3.167290619,45.24700884
4/1/2014,15935.8,1.99118,16272.1,1.89284,0.09,330,12/1/07,0,3.976436361,3.886436361,43.18262624,3.922856361,3.832856361,42.5872929
7/1/2014,16139.5,1.96388,16338.6,1.77439,0.09,343,12/1/07,0,3.939727067,3.849727067,42.77474519,3.826922067,3.736922067,41.5213563
10/1/2014,16220.2,1.58776,16405.7,1.71683,0.1,356,12/1/07,0,3.375986477,3.275986477,32.75986477,3.234401477,3.134401477,31.34401477
1/1/2015,16350,1.15004,16473.1,1.69915,0.11,369,12/1/07,0,2.721323606,2.611323606,23.7393055,2.570898606,2.460898606,22.3718055
4/1/2015,16460.9,1.12612,16540.2,1.76083,0.12,382,12/1/07,0,2.68678281,2.56678281,21.38985675,2.56719781,2.44719781,20.39331508
7/1/2015,16527.6,1.00653,16607,1.84243,0.14,395,12/1/07,0,2.507404442,2.367404442,16.91003173,2.428619442,2.288619442,16.34728173
10/1/2015,16547.6,1.06818,16673.3,2.01205,0.16,408,12/1/07,0,2.5985005,2.4385005,15.24062813,2.6045255,2.4445255,15.27828438
1/1/2016,16571.6,1.14886,16738,2.24835,0.36,421,12/1/07,0,2.718319275,2.358319275,6.550886874,2.842494275,2.482494275,6.89581743
4/1/2016,16663.5,1.21274,16801.3,2.19047,0.37,434,12/1/07,0,2.815009127,2.445009127,6.608132775,2.910244127,2.540244127,6.865524667
7/1/2016,16778.1,1.21684,16864.3,2.22627,0.4,447,12/1/07,0,2.822704305,2.422704305,6.056760764,2.935839305,2.535839305,6.339598264
10/1/2016,16851.4,1.51747,16927.7,2.17959,0.45,461,12/1/07,0,3.273951297,2.823951297,6.275447328,3.363746297,2.913746297,6.474991772
1/1/2017,16903.2,1.95692,16992.2,2.16187,0.7,474,12/1/07,0,3.932761151,3.232761151,4.618230216,4.013696151,3.313696151,4.733851645
4/1/2017,17031.1,1.60001,17058.2,1.78114,0.95,487,12/1/07,0,3.399220661,2.449220661,2.578127011,3.289790661,2.339790661,2.462937537
